UID,top_rec
21237,"[{29: 5.967046050367491}, [29, 68, 14, 38, 98, 93, 96, 87, 85, 73]]"
21238,"[{61: 5.144619705816693}, [61, 27, 68, 66, 72, 42, 48, 81, 93, 76]]"
21239,"[{31: 4.203367498696651}, [31, 89, 72, 100, 87, 6, 76, 11, 83, 39]]"
21240,"[{89: 0.46376470948628645}, [89, 72, 81, 93, 83, 76, 66, 100, 91, 97]]"
21241,"[{89: 2.6728402381838987}, [89, 76, 47, 93, 50, 61, 6, 96, 83, 92]]"
21242,"[{50: 3.3662410466462758}, [50, 89, 68, 11, 49, 72, 88, 61, 93, 66]]"
21243,"[{89: 3.1099337088519468}, [89, 68, 62, 28, 94, 93, 63, 86, 92, 76]]"
21244,"[{93: 1.5972885262874557}, [93, 91, 32, 94, 36, 96, 88, 95, 92, 35]]"
21245,"[{27: 1.690768053433907}, [27, 89, 31, 72, 93, 83, 76, 91, 87, 11]]"
21246,"[{89: 4.820824010806753}, [89, 28, 78, 96, 61, 97, 93, 72, 76, 77]]"
21247,"[{50: 4.235092196812186}, [50, 89, 69, 31, 72, 81, 21, 56, 93, 87]]"
21248,"[{21: 2.9292095947829715}, [21, 81, 36, 83, 87, 76, 72, 100, 85, 73]]"
21249,"[{1: 2.6149145036138735}, [1, 31, 81, 22, 26, 60, 3, 25, 42, 100]]"
21250,"[{100: 7.8452150448011615}, [100, 94, 35, 22, 73, 88, 32, 62, 78, 45]]"
21251,"[{29: 4.708005293177557}, [29, 56, 46, 22, 14, 38, 67, 2, 76, 92]]"
21252,"[{89: 4.644985938082469}, [89, 68, 78, 72, 39, 28, 83, 6, 100, 76]]"
21253,"[{27: 8.910562574330529}, [27, 61, 36, 3, 56, 2, 100, 94, 89, 78]]"
21254,"[{89: 5.128730354021798}, [89, 32, 50, 88, 36, 76, 93, 97, 72, 90]]"
21255,"[{89: 4.9215119914875665}, [89, 72, 76, 87, 78, 6, 80, 93, 73, 36]]"
21256,"[{100: 6.160561468304353}, [100, 35, 61, 12, 26, 98, 52, 54, 72, 40]]"
21257,"[{32: 6.356355104091405}, [32, 49, 28, 89, 56, 69, 91, 42, 84, 14]]"
21258,"[{31: 5.424892891107688}, [31, 21, 62, 72, 83, 80, 100, 76, 89, 6]]"
21259,"[{56: 5.159128627008833}, [56, 39, 48, 51, 41, 89, 80, 5, 70, 79]]"
21260,"[{29: 4.505318951921891}, [29, 89, 49, 93, 69, 72, 83, 91, 87, 76]]"
21261,"[{61: 6.336753670599432}, [61, 31, 69, 72, 80, 83, 12, 76, 73, 89]]"
21262,"[{62: 7.044300633918729}, [62, 89, 21, 31, 72, 93, 6, 76, 97, 63]]"
21263,"[{68: 5.276358759112429}, [68, 89, 35, 93, 96, 76, 92, 78, 87, 83]]"
21264,"[{89: 1.1240174747528984}, [89, 91, 93, 94, 87, 76, 10, 88, 95, 96]]"
21265,"[{10: 3.6669651452090406}, [10, 50, 1, 89, 95, 94, 96, 91, 97, 27]]"
21266,"[{89: 4.023536160684944}, [89, 61, 42, 12, 80, 40, 81, 53, 98, 91]]"
21267,"[{27: 3.0362911300645723}, [27, 32, 35, 66, 49, 54, 5, 42, 80, 76]]"
21268,"[{32: 4.212284555251054}, [32, 54, 93, 36, 38, 87, 10, 76, 83, 86]]"
21269,"[{81: 2.061588722123605}, [81, 31, 1, 2, 11, 3, 89, 100, 60, 45]]"
21270,"[{54: 4.702812585441543}, [54, 32, 68, 89, 28, 72, 76, 56, 78, 83]]"
21271,"[{89: 1.6078394455247054}, [89, 27, 32, 72, 76, 93, 66, 36, 80, 78]]"
21272,"[{89: 4.074099945430275}, [89, 91, 93, 54, 95, 72, 76, 88, 61, 96]]"
21273,"[{89: 2.4497427813157575}, [89, 27, 72, 93, 11, 76, 88, 83, 54, 87]]"
21274,"[{36: 2.253424104092659}, [36, 89, 56, 21, 46, 81, 2, 31, 42, 13]]"
21275,"[{89: 2.734660598979392}, [89, 91, 76, 94, 93, 97, 47, 95, 72, 96]]"
21276,"[{54: 0.19699222727191223}, [54, 53, 68, 42, 14, 12, 25, 40, 70, 39]]"
21277,"[{89: 3.609066232613285}, [89, 78, 50, 90, 84, 82, 61, 86, 97, 21]]"
21278,"[{49: 5.174825653160895}, [49, 32, 28, 72, 53, 65, 83, 45, 25, 73]]"
21279,"[{65: 4.200043324854822}, [65, 31, 66, 54, 14, 62, 2, 72, 89, 22]]"
21280,"[{29: 5.268905965017527}, [29, 89, 32, 69, 49, 72, 27, 93, 66, 76]]"
21281,"[{29: 3.670346107948841}, [29, 89, 35, 42, 83, 76, 36, 72, 93, 78]]"
21282,"[{29: 2.9269950575314523}, [29, 11, 72, 53, 93, 49, 85, 78, 76, 6]]"
21283,"[{32: 6.834669645484954}, [32, 29, 49, 36, 50, 66, 89, 42, 14, 72]]"
21284,"[{89: 2.5796453477136314}, [89, 93, 97, 76, 94, 91, 88, 96, 72, 36]]"
21285,"[{29: 4.717521897257316}, [29, 32, 54, 27, 83, 2, 66, 31, 82, 5]]"
21286,"[{69: 7.299886354599003}, [69, 54, 62, 61, 49, 72, 89, 12, 81, 76]]"
21287,"[{78: 6.432184100496671}, [78, 84, 77, 82, 89, 94, 47, 86, 96, 73]]"
21288,"[{46: -1.479836746077563}, [46, 29, 65, 16, 35, 34, 49, 1, 56, 31]]"
21289,"[{53: 4.479370125537086}, [53, 31, 36, 25, 76, 87, 35, 72, 46, 96]]"
21290,"[{1: 6.854462612519063}, [1, 50, 23, 32, 66, 94, 96, 14, 59, 44]]"
21291,"[{89: 4.35649933417874}, [89, 72, 88, 97, 76, 93, 1, 49, 83, 98]]"
21292,"[{49: 3.744346159905517}, [49, 31, 29, 66, 22, 12, 83, 88, 100, 81]]"
21293,"[{83: 3.0853472416004575}, [83, 70, 73, 93, 89, 99, 92, 34, 91, 98]]"
21294,"[{36: 3.9676031189713004}, [36, 89, 66, 72, 93, 28, 76, 47, 78, 88]]"
21295,"[{65: 4.338181694873198}, [65, 29, 81, 31, 55, 100, 83, 72, 61, 98]]"
21296,"[{89: 5.536015512517334}, [89, 96, 35, 76, 72, 91, 92, 93, 56, 97]]"
21297,"[{89: 3.5437126979400833}, [89, 54, 88, 97, 96, 93, 76, 72, 91, 35]]"
21298,"[{60: 3.7253596238782634}, [60, 89, 97, 8, 22, 48, 44, 63, 93, 23]]"
21299,"[{29: 2.996186494739137}, [29, 35, 62, 53, 72, 1, 10, 46, 76, 38]]"
21300,"[{89: 4.425745703619378}, [89, 93, 91, 94, 97, 76, 78, 88, 82, 96]]"
21301,"[{62: 0.9277804212372769}, [62, 97, 72, 48, 88, 76, 93, 54, 96, 95]]"
21302,"[{89: 4.555743145600543}, [89, 61, 76, 72, 56, 93, 78, 27, 6, 83]]"
21303,"[{47: 3.705691704892906}, [47, 89, 49, 94, 96, 76, 93, 54, 97, 92]]"
21304,"[{86: 2.7782520536806468}, [86, 94, 24, 81, 9, 60, 89, 64, 43, 3]]"
21305,"[{89: 4.137224948025252}, [89, 94, 96, 97, 95, 91, 50, 86, 76, 93]]"
21306,"[{35: 5.9160035392685115}, [35, 56, 83, 31, 61, 100, 1, 8, 34, 71]]"
21307,"[{89: 5.866185821780249}, [89, 50, 28, 72, 93, 83, 36, 76, 21, 97]]"
21308,"[{35: 4.384317046812658}, [35, 89, 53, 54, 88, 27, 93, 72, 91, 76]]"
21309,"[{87: -1.2240326981869125}, [87, 91, 5, 10, 92, 34, 55, 83, 82, 22]]"
21310,"[{35: 6.181236199757315}, [35, 62, 56, 72, 89, 83, 27, 93, 31, 88]]"
21311,"[{50: 4.384761938961656}, [50, 89, 53, 72, 56, 76, 90, 93, 78, 88]]"
21312,"[{35: 4.565431419324323}, [35, 11, 36, 62, 49, 14, 34, 85, 1, 90]]"
21313,"[{27: 4.919963828469311}, [27, 31, 89, 81, 76, 14, 21, 87, 26, 93]]"
21314,"[{27: 5.60504591932112}, [27, 32, 65, 14, 89, 72, 93, 100, 38, 76]]"
21315,"[{31: 4.484524335388717}, [31, 65, 11, 72, 83, 54, 12, 81, 100, 76]]"
21316,"[{36: 1.0943622049340114}, [36, 11, 61, 21, 66, 10, 54, 81, 42, 45]]"
21317,"[{89: 2.612518257401102}, [89, 68, 78, 93, 90, 84, 91, 72, 94, 88]]"
21318,"[{89: 4.564685784789257}, [89, 83, 93, 49, 54, 72, 29, 76, 91, 96]]"
21319,"[{27: 5.9647690263658335}, [27, 31, 6, 47, 12, 72, 76, 11, 14, 26]]"
21320,"[{36: 4.021541980226442}, [36, 29, 89, 72, 6, 12, 76, 42, 80, 81]]"
21321,"[{29: 7.509681702645276}, [29, 50, 32, 89, 49, 72, 26, 2, 88, 81]]"
21322,"[{69: 6.4253384673548055}, [69, 65, 26, 14, 22, 2, 46, 72, 25, 89]]"
21323,"[{53: 6.380257433746897}, [53, 35, 61, 27, 68, 42, 72, 31, 78, 28]]"
21324,"[{68: 5.4385968974587575}, [68, 94, 88, 78, 87, 14, 12, 79, 23, 16]]"
21325,"[{81: 1.012683390809813}, [81, 89, 8, 86, 29, 87, 94, 97, 27, 93]]"
21326,"[{21: 6.8022156748503555}, [21, 14, 25, 42, 65, 89, 2, 1, 72, 55]]"
21327,"[{89: 1.6317161200258021}, [89, 35, 11, 8, 62, 93, 53, 72, 91, 76]]"
21328,"[{36: 2.1931030729233516}, [36, 32, 66, 28, 10, 72, 47, 88, 93, 56]]"
21329,"[{29: 3.8711913464183896}, [29, 72, 54, 91, 76, 93, 81, 88, 87, 78]]"
21330,"[{89: -0.7911089258386697}, [89, 81, 87, 8, 88, 93, 76, 97, 65, 95]]"
21331,"[{50: 2.9482793569540235}, [50, 32, 36, 53, 89, 72, 68, 76, 66, 93]]"
21332,"[{100: 5.402891489627499}, [100, 61, 27, 54, 68, 28, 41, 83, 47, 1]]"
21333,"[{61: 6.24779364764951}, [61, 62, 31, 6, 21, 89, 72, 39, 11, 14]]"
21334,"[{36: 1.8578414305371718}, [36, 66, 49, 38, 34, 63, 18, 88, 43, 91]]"
21335,"[{89: 4.252008023358442}, [89, 50, 81, 100, 42, 54, 11, 39, 88, 85]]"
21336,"[{89: 2.2900356834417095}, [89, 91, 83, 93, 72, 36, 76, 97, 81, 96]]"
21337,"[{94: 5.659748153286087}, [94, 96, 91, 89, 97, 95, 99, 90, 93, 76]]"
21338,"[{62: 8.154719838053532}, [62, 36, 68, 34, 53, 100, 89, 52, 72, 81]]"
21339,"[{72: 3.733613739302047}, [72, 31, 53, 81, 89, 62, 100, 93, 88, 80]]"
21340,"[{50: 2.786779908996179}, [50, 32, 65, 42, 26, 68, 10, 45, 39, 89]]"
21341,"[{89: 2.2469947300518163}, [89, 72, 81, 93, 76, 83, 87, 54, 42, 14]]"
21342,"[{100: 3.846724050641929}, [100, 89, 72, 68, 78, 83, 93, 76, 80, 73]]"
21343,"[{27: 2.8631125755747537}, [27, 66, 72, 34, 81, 93, 76, 88, 87, 83]]"
21344,"[{48: 4.863552363547662}, [48, 11, 27, 39, 78, 81, 25, 90, 60, 67]]"
21345,"[{27: 3.8424996308776485}, [27, 89, 72, 12, 83, 100, 42, 76, 93, 98]]"
21346,"[{89: 2.02323156250552}, [89, 32, 96, 76, 53, 95, 97, 93, 92, 88]]"
21347,"[{49: 3.1919903442812783}, [49, 89, 78, 73, 72, 76, 31, 77, 83, 80]]"
21348,"[{89: 5.826813996068513}, [89, 42, 72, 100, 29, 78, 28, 83, 91, 80]]"
21349,"[{89: 4.697808645953179}, [89, 28, 32, 49, 48, 36, 72, 78, 29, 66]]"
21350,"[{21: 4.259748861767397}, [21, 38, 62, 14, 42, 1, 48, 64, 15, 76]]"
21351,"[{89: 1.8230175460914773}, [89, 83, 93, 72, 76, 65, 97, 47, 81, 91]]"
21352,"[{89: 3.9284515672192883}, [89, 72, 61, 76, 83, 69, 78, 93, 73, 80]]"
21353,"[{50: -5.159460460335842}, [50, 89, 32, 55, 72, 93, 91, 87, 23, 45]]"
21354,"[{89: -0.5546242116064726}, [89, 36, 93, 1, 72, 10, 81, 27, 76, 88]]"
21355,"[{8: 4.505660114654256}, [8, 62, 3, 32, 49, 54, 7, 29, 66, 97]]"
21356,"[{36: 2.071813838322091}, [36, 35, 87, 72, 100, 98, 89, 76, 1, 83]]"
21357,"[{73: 3.423209513144994}, [73, 80, 89, 76, 72, 100, 77, 81, 83, 85]]"
21358,"[{31: 5.163395454393875}, [31, 29, 89, 72, 69, 80, 100, 73, 5, 76]]"
21359,"[{34: 5.0133599013012}, [34, 100, 26, 62, 95, 31, 89, 32, 68, 41]]"
21360,"[{89: 5.693577035920289}, [89, 97, 76, 96, 53, 50, 91, 92, 72, 88]]"
21361,"[{35: 3.8297448903588487}, [35, 89, 53, 42, 26, 10, 72, 21, 14, 22]]"
21362,"[{36: 2.45566940405543}, [36, 89, 72, 83, 76, 93, 5, 81, 78, 91]]"
21363,"[{27: 8.579958034887591}, [27, 61, 46, 34, 69, 50, 42, 32, 53, 55]]"
21364,"[{62: 6.703033679075105}, [62, 61, 68, 42, 53, 89, 72, 38, 83, 47]]"
21365,"[{27: 4.053013483921944}, [27, 50, 81, 89, 88, 87, 95, 8, 72, 100]]"
21366,"[{49: 3.5716970974185003}, [49, 89, 35, 68, 76, 46, 72, 65, 6, 83]]"
21367,"[{62: 6.479500743873191}, [62, 89, 42, 72, 6, 12, 76, 83, 93, 28]]"
21368,"[{89: 2.914901844419127}, [89, 49, 68, 35, 53, 93, 97, 90, 91, 83]]"
21369,"[{27: 3.208361633466742}, [27, 89, 72, 100, 76, 81, 83, 93, 98, 26]]"
21370,"[{42: 5.2712469760582845}, [42, 34, 66, 47, 12, 32, 39, 53, 72, 89]]"
21371,"[{29: 7.926835435039413}, [29, 50, 25, 69, 14, 21, 65, 15, 77, 79]]"
21372,"[{50: 3.132331626818318}, [50, 89, 56, 46, 47, 93, 97, 72, 76, 88]]"
21373,"[{89: 4.111163353432098}, [89, 54, 96, 95, 93, 88, 53, 1, 72, 94]]"
21374,"[{89: 2.008861621616594}, [89, 29, 88, 72, 93, 32, 76, 87, 97, 81]]"
21375,"[{89: 4.766071603082633}, [89, 50, 61, 29, 88, 72, 47, 21, 65, 93]]"
21376,"[{54: 8.130585310966534}, [54, 68, 32, 35, 36, 66, 29, 21, 42, 12]]"
21377,"[{89: 0.7983263582048874}, [89, 36, 76, 49, 93, 72, 97, 81, 87, 88]]"
21378,"[{89: 1.8577544573947264}, [89, 76, 36, 93, 87, 91, 72, 47, 92, 88]]"
21379,"[{89: 1.777403370214698}, [89, 81, 27, 72, 87, 76, 93, 31, 14, 83]]"
21380,"[{11: 3.8896081016820547}, [11, 89, 48, 40, 10, 38, 3, 72, 1, 28]]"
21381,"[{29: 3.606081636826802}, [29, 78, 80, 76, 53, 35, 32, 100, 84, 98]]"
21382,"[{27: 5.2080604225055795}, [27, 31, 10, 65, 21, 49, 96, 100, 67, 90]]"
21383,"[{29: 1.25278762506956}, [29, 53, 89, 76, 83, 68, 93, 78, 48, 88]]"
21384,"[{10: 3.455157670508987}, [10, 94, 91, 89, 86, 83, 95, 96, 93, 81]]"
21385,"[{68: 7.629463570659828}, [68, 36, 72, 21, 89, 76, 6, 39, 83, 78]]"
21386,"[{89: 0.5927705248018889}, [89, 29, 72, 76, 81, 88, 93, 87, 1, 91]]"
21387,"[{12: 4.6287131040380824}, [12, 65, 35, 27, 78, 11, 88, 84, 22, 51]]"
21388,"[{89: 0.1414552463289236}, [89, 87, 81, 88, 10, 72, 1, 13, 76, 93]]"
21389,"[{89: 3.323192374014435}, [89, 93, 54, 72, 83, 91, 78, 92, 88, 94]]"
21390,"[{60: 2.2927837892102856}, [60, 10, 81, 22, 89, 26, 91, 83, 94, 86]]"
21391,"[{89: 0.3378127321107094}, [89, 36, 11, 5, 10, 1, 32, 3, 60, 40]]"
21392,"[{35: 6.5276869209180095}, [35, 61, 89, 11, 26, 46, 81, 48, 38, 91]]"
21393,"[{50: 4.829953727254092}, [50, 36, 21, 83, 11, 22, 39, 89, 75, 70]]"
21394,"[{38: 5.67991988282973}, [38, 35, 10, 39, 21, 36, 72, 85, 89, 51]]"
21395,"[{35: 6.692796856394019}, [35, 36, 53, 62, 12, 26, 42, 46, 72, 2]]"
21396,"[{27: 6.402939694762168}, [27, 66, 65, 62, 21, 68, 87, 78, 83, 48]]"
21397,"[{94: 8.265883639020045}, [94, 38, 95, 88, 60, 55, 78, 24, 81, 70]]"
21398,"[{29: 2.1469663460949113}, [29, 89, 66, 53, 32, 85, 72, 100, 87, 88]]"
21399,"[{89: 2.348709129898165}, [89, 93, 94, 97, 76, 96, 91, 72, 92, 62]]"
21400,"[{81: 2.4053825515716367}, [81, 87, 10, 88, 89, 27, 91, 76, 72, 94]]"
21401,"[{50: 1.602237892542255}, [50, 15, 1, 89, 81, 91, 97, 10, 88, 93]]"
21402,"[{29: 2.7896302754187507}, [29, 31, 35, 69, 32, 46, 3, 2, 10, 52]]"
21403,"[{49: 5.473865910031263}, [49, 89, 72, 76, 93, 83, 88, 87, 91, 97]]"
21404,"[{81: 0.8638196078892302}, [81, 29, 89, 72, 83, 26, 76, 87, 88, 61]]"
21405,"[{81: -1.2379778064290825}, [81, 87, 2, 88, 8, 78, 3, 83, 31, 17]]"
21406,"[{29: 6.392435027407161}, [29, 32, 31, 72, 62, 14, 89, 83, 12, 76]]"
21407,"[{53: 6.3696983613598235}, [53, 21, 83, 72, 89, 14, 76, 31, 98, 48]]"
21408,"[{2: 2.107373392526532}, [2, 10, 8, 22, 25, 81, 89, 21, 64, 76]]"
21409,"[{80: 7.46587880163718}, [80, 28, 48, 54, 21, 100, 70, 31, 52, 40]]"
21410,"[{54: 8.10507647964557}, [54, 49, 69, 76, 88, 91, 12, 65, 96, 63]]"
21411,"[{89: 4.988113334121301}, [89, 49, 91, 36, 94, 86, 48, 93, 97, 55]]"
21412,"[{89: 0.9162925071875625}, [89, 72, 81, 69, 76, 54, 46, 83, 49, 14]]"
21413,"[{50: 2.4640256205887816}, [50, 27, 89, 53, 42, 72, 46, 21, 6, 76]]"
21414,"[{89: 4.158274977104884}, [89, 93, 72, 76, 97, 91, 96, 87, 1, 48]]"
21415,"[{32: 2.6943149579409815}, [32, 66, 42, 26, 3, 89, 34, 64, 23, 52]]"
21416,"[{50: 5.300428672700141}, [50, 54, 32, 25, 89, 40, 28, 67, 23, 70]]"
21417,"[{89: 1.644036620385172}, [89, 1, 66, 87, 93, 88, 76, 10, 81, 2]]"
21418,"[{89: 1.3181786671959839}, [89, 93, 87, 76, 72, 91, 88, 81, 96, 34]]"
21419,"[{89: 3.7582248336195554}, [89, 78, 100, 61, 80, 76, 73, 83, 11, 81]]"
21420,"[{89: 7.110255446986808}, [89, 50, 66, 28, 47, 27, 76, 72, 93, 78]]"
21421,"[{81: 2.191792502959957}, [81, 35, 91, 2, 7, 89, 83, 98, 72, 32]]"
21422,"[{89: 3.7670293620002666}, [89, 54, 48, 66, 69, 93, 72, 28, 88, 76]]"
21423,"[{89: 4.4571441929208095}, [89, 90, 82, 93, 63, 96, 88, 94, 86, 91]]"
21424,"[{87: 5.549063091632576}, [87, 85, 11, 39, 91, 69, 96, 48, 45, 70]]"
21425,"[{36: 4.65521530643719}, [36, 69, 27, 62, 89, 48, 46, 72, 1, 93]]"
21426,"[{62: 6.01932660180155}, [62, 27, 66, 68, 14, 72, 12, 26, 89, 28]]"
21427,"[{8: 1.3868033495483845}, [8, 15, 89, 60, 29, 86, 95, 91, 88, 87]]"
21428,"[{54: 5.0984222936030275}, [54, 89, 88, 72, 76, 94, 93, 22, 55, 81]]"
21429,"[{31: 3.696179652659444}, [31, 35, 21, 42, 46, 66, 89, 72, 12, 45]]"
21430,"[{89: 3.699739130034029}, [89, 72, 49, 93, 83, 78, 36, 73, 77, 65]]"
21431,"[{50: 7.910591067480696}, [50, 27, 32, 61, 62, 42, 73, 28, 68, 12]]"
21432,"[{89: 2.3232909371092747}, [89, 53, 93, 72, 76, 36, 87, 78, 91, 97]]"
21433,"[{72: 0.13453156808750566}, [72, 14, 66, 61, 76, 13, 1, 40, 15, 87]]"
21434,"[{68: 7.214767030487732}, [68, 62, 50, 27, 61, 56, 29, 14, 81, 71]]"
21435,"[{89: 6.2726021642013965}, [89, 68, 32, 72, 76, 36, 92, 97, 63, 71]]"
21436,"[{35: 7.227331368268132}, [35, 89, 36, 69, 98, 87, 1, 76, 72, 83]]"
21437,"[{53: 5.796046898627608}, [53, 69, 31, 62, 34, 68, 2, 5, 91, 92]]"
21438,"[{50: 5.124759559439438}, [50, 21, 89, 72, 69, 98, 81, 61, 97, 100]]"
21439,"[{29: 2.9659862908373262}, [29, 53, 1, 87, 13, 6, 97, 83, 12, 38]]"
21440,"[{55: 1.4812659255319263}, [55, 89, 54, 8, 88, 1, 81, 60, 94, 87]]"
21441,"[{50: 4.738252481357992}, [50, 29, 89, 49, 53, 69, 1, 10, 93, 72]]"
21442,"[{89: 4.387007662273523}, [89, 32, 29, 49, 28, 72, 88, 48, 93, 76]]"
21443,"[{10: 7.176232373017114}, [10, 68, 89, 36, 28, 66, 86, 24, 88, 76]]"
21444,"[{36: 3.5823338279748227}, [36, 40, 50, 31, 87, 60, 55, 76, 94, 66]]"
21445,"[{89: 2.534581205913594}, [89, 36, 32, 76, 61, 93, 97, 88, 87, 81]]"
21446,"[{89: 3.074631580073324}, [89, 36, 93, 76, 88, 87, 81, 91, 49, 83]]"
21447,"[{81: -1.2954734805269679}, [81, 93, 88, 76, 72, 91, 94, 10, 60, 55]]"
21448,"[{29: 4.182052351395696}, [29, 89, 72, 54, 83, 69, 100, 78, 98, 11]]"
21449,"[{38: 5.155547563495792}, [38, 45, 39, 42, 89, 25, 100, 72, 40, 1]]"
21450,"[{8: 3.365720780292121}, [8, 27, 53, 1, 69, 65, 37, 2, 24, 17]]"
21451,"[{81: 2.4201799304634752}, [81, 11, 65, 36, 89, 72, 10, 34, 31, 1]]"
21452,"[{100: 3.4932881526266257}, [100, 50, 80, 72, 73, 39, 83, 85, 98, 89]]"
21453,"[{50: 3.487830596519563}, [50, 89, 36, 83, 69, 72, 76, 21, 93, 81]]"
21454,"[{32: 2.1040939298008587}, [32, 72, 83, 14, 62, 66, 87, 47, 17, 25]]"
21455,"[{29: 6.08763518126989}, [29, 83, 98, 32, 72, 97, 76, 65, 100, 93]]"
21456,"[{27: 5.634973604413416}, [27, 31, 89, 48, 80, 8, 17, 73, 100, 75]]"
21457,"[{38: 6.552273764215441}, [38, 94, 95, 62, 86, 11, 56, 53, 12, 41]]"
21458,"[{89: 6.119436792846715}, [89, 92, 78, 91, 97, 66, 10, 75, 36, 55]]"
21459,"[{65: 4.87060699725231}, [65, 32, 72, 89, 81, 83, 98, 76, 93, 31]]"
21460,"[{36: 4.543365383902199}, [36, 69, 28, 21, 85, 84, 96, 99, 30, 13]]"
21461,"[{89: 1.8862405211267819}, [89, 36, 93, 72, 87, 76, 31, 88, 68, 97]]"
21462,"[{50: 3.2342698140845867}, [50, 89, 35, 95, 53, 38, 76, 72, 54, 93]]"
21463,"[{89: 6.101318183372479}, [89, 12, 72, 56, 98, 78, 100, 76, 93, 80]]"
21464,"[{72: 2.2592800398351027}, [72, 89, 42, 29, 27, 100, 76, 93, 83, 49]]"
21465,"[{89: 2.643293023300588}, [89, 32, 54, 62, 68, 72, 76, 93, 81, 88]]"
21466,"[{80: 6.000457308674476}, [80, 50, 100, 72, 78, 81, 6, 73, 85, 52]]"
21467,"[{89: -4.671023075132021}, [89, 93, 81, 87, 76, 97, 91, 72, 95, 83]]"
21468,"[{89: 3.311151797363584}, [89, 62, 72, 76, 49, 93, 96, 95, 88, 91]]"
21469,"[{29: 4.2334717431253654}, [29, 61, 89, 72, 5, 65, 76, 100, 2, 83]]"
21470,"[{50: 4.1918955673752265}, [50, 32, 76, 87, 6, 21, 14, 55, 70, 73]]"
21471,"[{97: 0.08465298769532825}, [97, 32, 95, 23, 56, 35, 26, 59, 82, 86]]"
21472,"[{34: 7.710555575012769}, [34, 52, 39, 14, 22, 12, 38, 70, 11, 55]]"
21473,"[{89: 4.681923125511846}, [89, 49, 93, 76, 72, 66, 84, 78, 90, 97]]"
21474,"[{36: 5.108307599774864}, [36, 46, 35, 62, 8, 27, 49, 45, 89, 26]]"
21475,"[{93: -2.1825326124951943}, [93, 76, 96, 91, 97, 94, 84, 72, 77, 95]]"
21476,"[{35: 3.846007058337525}, [35, 42, 62, 53, 100, 72, 40, 6, 52, 5]]"
21477,"[{89: 0.30771310320738743}, [89, 76, 72, 96, 88, 92, 93, 87, 78, 81]]"
21478,"[{81: 5.213831219958865}, [81, 35, 80, 76, 27, 40, 36, 31, 53, 98]]"
21479,"[{62: 5.152064697438975}, [62, 66, 47, 89, 36, 31, 72, 6, 76, 14]]"
21480,"[{32: 2.7356251425854867}, [32, 66, 46, 45, 11, 26, 72, 38, 40, 70]]"
21481,"[{54: 5.114160450437186}, [54, 68, 56, 89, 72, 6, 76, 38, 100, 93]]"
21482,"[{89: 2.9087651529778498}, [89, 72, 100, 54, 93, 68, 14, 87, 11, 83]]"
21483,"[{32: 4.970370927130204}, [32, 31, 66, 83, 76, 93, 81, 80, 87, 88]]"
21484,"[{89: 1.882432977779658}, [89, 81, 83, 100, 91, 93, 72, 85, 78, 98]]"
21485,"[{27: 5.764021284061458}, [27, 72, 3, 89, 83, 100, 73, 78, 93, 80]]"
21486,"[{68: 2.1832639072504385}, [68, 53, 97, 91, 61, 2, 76, 95, 47, 11]]"
21487,"[{50: 6.36544038757042}, [50, 31, 69, 62, 36, 27, 49, 66, 68, 46]]"
21488,"[{84: 1.2831494097063492}, [84, 32, 7, 82, 54, 1, 18, 44, 23, 59]]"
21489,"[{35: 3.7577277548298973}, [35, 65, 89, 42, 72, 14, 76, 12, 6, 83]]"
21490,"[{11: 1.6098359545879743}, [11, 100, 61, 72, 21, 50, 73, 89, 78, 76]]"
21491,"[{32: 3.327287400282331}, [32, 69, 31, 89, 72, 12, 14, 6, 22, 11]]"
21492,"[{31: 5.613516986427358}, [31, 21, 72, 89, 100, 83, 49, 81, 88, 87]]"
21493,"[{57: 0.634640084992196}, [57, 36, 46, 91, 89, 92, 43, 86, 27, 59]]"
21494,"[{1: -0.5409167137150767}, [1, 96, 94, 66, 9, 44, 23, 65, 42, 47]]"
21495,"[{50: 3.1600850569220893}, [50, 35, 36, 87, 95, 61, 73, 1, 10, 25]]"
21496,"[{78: 3.263830193756504}, [78, 62, 93, 49, 76, 84, 77, 47, 28, 96]]"
21497,"[{96: 3.093039069270667}, [96, 91, 68, 86, 32, 47, 76, 1, 10, 87]]"
21498,"[{89: -0.8304195545302437}, [89, 97, 93, 91, 60, 10, 94, 50, 96, 95]]"
21499,"[{31: 2.178331971969818}, [31, 89, 35, 49, 72, 32, 76, 81, 93, 88]]"
21500,"[{29: 1.9091908227745324}, [29, 5, 89, 83, 72, 35, 100, 98, 78, 97]]"
21501,"[{27: 3.6853825569990306}, [27, 81, 87, 89, 53, 88, 91, 80, 76, 100]]"
21502,"[{88: 0.4304883986337131}, [88, 93, 91, 97, 54, 82, 56, 61, 78, 85]]"
21503,"[{28: 7.402312077237593}, [28, 89, 53, 48, 27, 91, 94, 82, 14, 97]]"
21504,"[{100: 4.506357573932743}, [100, 27, 42, 26, 81, 72, 98, 80, 73, 83]]"
21505,"[{76: 2.920649672032997}, [76, 89, 80, 73, 72, 87, 81, 6, 93, 78]]"
21506,"[{61: 8.603352946608513}, [61, 54, 66, 69, 21, 50, 2, 23, 55, 30]]"
21507,"[{89: 0.7883105191823245}, [89, 1, 81, 72, 97, 76, 35, 93, 88, 91]]"
21508,"[{89: 6.5625070097886855}, [89, 38, 91, 90, 86, 9, 94, 95, 19, 96]]"
